id,ref,alt._#,exc,garden_#_(PPM),peristyle_type,garden_size,peristyle_size,property_size,percent_of_property,shape,peristyle_proportion,orientation_of_peristyle,alignment_with_atrium,direction_from_atrium,peristyle_direction_from_main_entrance,peristyle_direction_from_2nd_entrance,atria,atrium_column_style,tablinum,tablinum_type,access_to_garden...23,pluteus,pluteus_height,pluteus_width,pluteus_description,pluteus_decoration,fence,fence_height,order,walkways,walkway_sides...33,walkway_width_min,walkway_width_max...35,narrowest_walkway_dir,widest_walkway_dir,portico_sides...38,columns,pillars,total_frstdng_supports,engaged,column_material,bases,main_shaft_decoration,lower_shaft_decoration,lower_decoration_height,lower_decoration_proportion,pillar_surface_treatment,column_diameter,column_height,proportion,walkway_width_max...53,avg_intercolumniation,intercolumniation_range,intercolumniation_deviation,ratio_diam_to_intercolumniation,decoration,painting_style...59,pavement,furniture,table_(Moss/_Cohon),table_position...63,sculpture,oscillae,water...66,dining,other_features,cisterns,other_finds,other_gardens...71,visible_from_entrance?,visible_from_atrium?,orientation,private_bath,plants...76,atrium_direction...77,largest_room_direction...78,notes...79,water...80,pools...81,pool_surface,pool_position...83,pool_depth,fountain_in_pool,channel_material,channel_type,channel_width,channel_sides,fountains...90,date_(Richardson),entrance_from_street?,lararium_(Boyce/Orr)...93,upper_story,large_room_on_axis?,...96,...97,connection_to_water_supply,rooms_accessed...99,#_areas_accessed,lararium_(Boyce),altar...102,aedicula,simple_niche,sacellum...105,walkway_notes,pools...107,pool_position...108,rectangular,rect_with_exedra,square,apsidal,circular,semicircular,other,painting_style...116,garden_painting,myth_painting,landscape,animal_painting,other_painting,access_to_garden...122,atrium_direction...123,largest_room_direction...124,other_gardens...125,connection_to_water,building_type,rooms_accessed...128,stairs/_corridors_accessed,total_areas_accessed,visited?,measured?,entrance_photo?,walkway_sides...134,portico_sides...135,walkway_N,walkway_S,walkway_E,walkway_W,portico_N,portico_S,portico_E,portico_W,shrine_direction,aedicula_(on_axis),niche_w/_aedicula,niche,altar...148,painting,sacellum...150,lararium_(Boyce/Orr)...151,tables,cupboards,triclinia_(masonry),triclinia_(wood),seating,1_support_table,2_support_table,3_support_table,4_support_table,notes...161,table_position...162,table_function,fountains...164,pools...165,plants...166,cavities,planters_/boxes,vines,furrows_/beds,unspecified,brick_supports,opus_mixtum_supports,masonry_supports,stone_supports,stone_blocks
VII.01.40_House of Mars and Venus,NA,NA,NA,17,tru,NA,275,750,37,NA,NA,N-S,aligned,S,S,NA,1 Tuscan,NA,"yes, wide door",NA,tablinum or andron (1),"yes, partial, height 78 cm",78,NA,"rubble, covers old coccio floor, red with hunt scenes",animal hunts and plants on red ground,NA,NA,Doric,4,"N, S, E, W",2.1,3.2,W,"N, E",NA,15,NA,15,NA,mixtum with plaster,no,fully fluted (Doric),NA,NA,NA,NA,46,2.98,6.5:1,"3.2 (north, east)",2.3,2.2999999999999998,"2.2 (N), others .2",5,"2nd style, pluteus 4th",2nd,cocciopesto with geom mosaic of white tesserae between columns,marble table,marble table,NA,yes-three small herms (two in situ),NA,channel,NA,?,"cistern mouth, marble, N",black marble base for tripod,no,yes,yes,aligned,yes--very small,"carbonized shrubs reported (Dyer 1891, 473)",north,east,trapezoidal,channel,none,NA,NA,NA,NA,concrete over brick,platforms square? rounded?,0.6,NA,no,NA,no,no,NA,no,NA,NA,no?,5,5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VII.02.16_House of Gavius Rufus,NA,NA,NA,e/h/l,tru,NA,265,670,40,NA,1.3,N-S,aligned,S,S,NA,1 Tuscan,NA,no,NA,"direct from atrium, one wide and one narrow door (1)",no,NA,NA,NA,NA,NA,NA,Tuscan,4,"N, S, E, W",2.2,4.1,S,N,NA,12,NA,12,NA,"brick with plaster, rubble with plaster, stone with plaster",yes--concrete/stucco,fully fluted,NA,NA,NA,NA,49,3.87,7.8:1,4.1 (north),2.65,2-3.3,0.3,5.4,2nd style,2nd,"cocciopesto with white tesserae rosettes, cocciopesto with mosaic between columns",wooden cupboard in west wall,NA,NA,NA,NA,rectangular pool at south end; fountain jets from two columns directed into channel,NA,lararium in west wall,"2 cistern mouths,E and N (large block with stone cover)",yes-bronze statuettes associated with lararium (GdSc 1868: 26-7; Nicc. 2:43),room y was a garden area,yes,yes,aligned,no,?,north,north,NA,rectangular pool at south end; fountain jets from two columns directed into channel,1 rectangle 1 x 2.2,2.2000000000000002,south,0.52,NA,coccio,?,?,NA,yes,NA,no,yes-niches (2) in W wall w/statuettes (62),NA,no,NA,NA,yex,17,17,yes-niches (2) in W wall w/statuettes (62),NA,NA,2 (W),NA,NA,1 rectangle 1 x 2.2,south,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VII.02.18_House of C. Vibius,NA,NA,NA,r/o,tru,NA,315,745,42,NA,1.5,N-S,aligned,S,S,NA,1 Tuscan,NA,"yes, wide door",NA,tablinum (1),no,NA,NA,NA,NA,NA,NA,Doric,4,"N, S, E, W",2.3,3.4,"E, W",N,NA,14,4,18,NA,brick (not yet plastered),no,?,NA,NA,NA,NA,44,3.24,7.4:1,3.4 (north),2,2,"1.6 (N/S), .1 (E/W)",4.5,none--under renovation,none,?,?,NA,NA,none reported,NA,pool with semicircular exedra at south end; well,NA,cabinet with painted sword decoration,"2 cistern heads, N, S; stone covers",?,no,yes,yes,aligned,no,?,north,south,NA,pool with semicircular exedra at south end; well,1 rectangle with exedra 5 x 1.2,7.6,south,NA,NA,coccio?,?,?,NA,NA,NA,no,no--niches were probably cabinets (62),NA,yes,NA,NA,yes?,10,10,no--niches were probably cabinets (62),NA,NA,NA,NA,NA,1 rectangle with exedra 5 x 1.2,south,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VII.02.20_House of Popidius Priscus,NA,NA,NA,u,tru,NA,375,975,38,NA,1.3,E-W,perp,S,S,NA,1 Tuscan,NA,"yes, door",NA,andron (1) or tablinum and room o2 (2),no,NA,NA,NA,NA,NA,NA,Doric?,4,"N, S, E, W",2.6,3.8,E,N,NA,24,NA,24,NA,brick with plaster,no,fully fluted,NA,NA,NA,NA,38,?,?,3.8 (north),1.7,1.7,?,4.5,2nd style?,2nd,cocciopesto with crosses of tesserae; lozenges in intercolumniations,?,NA,NA,none reported,NA,water channel (not extant),NA,?,puteal (not in situ--center of garden),slabs of marble for redecoration,no,yes,yes,perpendicular,no?,?,north/west,"north, south, west",undergoing restoration at time of eruption; *south colonnade not extant,water channel (not extant),none extant,NA,NA,NA,NA,coccio?,?,?,NA,NA,NA,no,"yes-sacrarium, subterranean (62-3)",NA,no,NA,NA,yes,3,3,"yes-sacrarium, subterranean (62-3)",NA,NA,NA,1 (E),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VII.02.51_House of Suettius,"Nicc 2 dg 45; GSc1 (1868-9):92; Breton 419; Fiorelli Sc 38, Desc 199; Boyce 63",VII.2.50--GSc,1868,o,truncated,NA,60,355,0.16901408450704225,rectangle,NA,E-W,perp,N,not visible,NA,1 Tuscan,NA,yes,closed,NA,no,NA,NA,NA,NA,NA,NA,unknown,2,"2 (S, E)",NA,NA,NA,NA,1 (S),2,0,2,1,brick and plaster,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,?,NA,NA,?,NA,NA,NA,NA,NA,square niche W; millstone,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 (S, E)",NA,NA,NA,"niche, square, W (256)",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,NA,NA,NA,NA,corridor l,S,E,no,NA,res,3,NA,3,no,no,no,"2 (S, E)",1 (S),NA,1,1,NA,NA,1,NA,NA,W,NA,NA,W,NA,NA,NA,"niche, square, W (256)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,brick,brick,brick,brick
VII.03.11/12_House of the Infant Hercules,"Nicc 2 dg 46; BdI 1868:18-19,22; GdS 1868:93-102, 110-11; Breton 382; Fior Sc 40-1, Des 202; Jash 1:187-8",NA,1867-8,g,truncated,NA,105,145,0.7241379310344828,L,NA,E-W,non-standard,W,not visible,NA,1 testud?,NA,no,NA,NA,no?,NA,NA,NA,NA,NA,NA,NA,3,"3 (N, E, W)",NA,NA,NA,NA,"3 (N, E, W)?",0,6,6,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marble table supports,NA,NA,sundial,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aedicula with 2 columns, terracotta altar and 3 bronze statuettes (264)",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,room c,NE,S,1 hort,NA,res/com,"6 rooms, 1 stair, 1 garden",1,8,-2013,no,yes,"3 (N, E, W)","3 (N, E, W)?",1,NA,1,1,1,NA,1,1,S,S (no),NA,NA,NA,NA,NA,"aedicula with 2 columns, terracotta altar and 3 bronze statuettes S (264, Gb V65) CHECK--GB SAYS N",1,NA,NA,NA,NA,NA,NA,NA,NA,marble table supports,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,brick,brick,brick,brick
VII.03.13_House of the Double Lararium,"BAN 2(1844):1; Nicc dg 46; Breton 382; Fior Sc 41, Desc 204; Boyce 64",NA,1834,e,truncated,NA,45,225,0.2,NA,NA,E-W,perp,S,S,NA,1 unk,NA,yes,NA,NA,no,NA,NA,NA,NA,NA,NA,unknown,3,"3 (N, S, W)",NA,NA,NA,NA,"3 (N, S, W)",2?,1 L-shaped?,3,?,unknown,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,aedicula N,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"niches, 2 N, one with aedicula façade (266)",NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tablinum  c or corridor d,N,S,no,NA,res/com,"5 rooms, 1 corridor",1,6,no,no,yes,"3 (N, S, W)","3 (N, S, W)",1,1,NA,1,1,1,NA,1,N,NA,N,NA,NA,NA,NA,"niche N,  with aedicula façade (266, Gb V66)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,brick,brick,brick,brick
VII.03.29_House of M. Spurius Mesor,"Nicc 2:47; BdI 1868:41; Breton 406; Fior Sc 43, Desc 207-8; Boyce 65",NA,1867,s,truncated,NA,70,325,0.2153846153846154,NA,NA,N-S,non-standard,E,not visibile,NA,1 tuscan,NA,yes,irregular--doors on 3 sides,NA,?,NA,NA,NA,NA,NA,NA,unknown,1,1 (W),NA,NA,NA,NA,1 (W),1,0,1,NA,brick,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hearth and lararium niche,NA,NA,NA,no,yes (NE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 (S, E, W)",NA,NA,NA,"niche, semicircular with painting of serpent, altar, pediment SW (270)",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,room r from atrium,W,"S, W",no,NA,res,3,NA,3,no,no,no,1 (W),1 (W),NA,NA,NA,1,NA,NA,NA,1,SW2,NA,NA,SW,NA,SW,NA,"niche, semicircular with painting of serpent, altar, pediment SW (270)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,brick,brick,brick,brick
VII.03.38_house,"BdI 1868:44; Fior Sc 39, plan 212, Desc 209",NA,1867,h,truncated,NA,40,210,0.19047619047619047,NA,NA,N-S,NA,NA,E,NA,0,NA,NA,NA,NA,yes--well-made w/marble top,NA,NA,NA,NA,NA,NA,NA,2,"2 (N, W)",NA,NA,NA,NA,1 (N),0,1 (N),1,NA,masonry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,small pool in center,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,garden or atrium for VII.3.38? Fiorelli calls this an atriolo and PPM calls it an atrium (6:974-7),NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,corridor b or corridor g from VII.3.38,NA,W,no,NA,res/com,3,NA,3,no,no,no,"2 (N, W)",1 (N),1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 rect,NA,NA,NA,NA,NA,NA,yes,"brick (""broken tiles""--Spano NSc 1910:441); pillars of brick and masonry","brick (""broken tiles""--Spano NSc 1910:441); pillars of brick and masonry","brick (""broken tiles""--Spano NSc 1910:441); pillars of brick and masonry","brick (""broken tiles""--Spano NSc 1910:441); pillars of brick and masonry"
VII.04.10_House of Bacchus--destroyed,PAH 2:169; Nicc 2 dg 48; Fior Des 213; Breton 292,NA,NA,8,truncated,NA,35,220,0.1590909090909091,NA,NA,N-S,non-standard,E,not visible,NA,1 tuscan,NA,no,NA,NA,?,NA,NA,NA,NA,NA,NA,NA,1,1 (S),NA,NA,NA,NA,1 (S),0,1,1,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,"destroyed, now deposito of Direzione",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,atrium 2,W,E,no,NA,res,3,NA,3,no,no,no,1 (S),1 (S),NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,"brick (""tile"") and stucco","brick (""tile"") and stucco","brick (""tile"") and stucco","brick (""tile"") and stucco"
VII.04.20_House of the Wine Merchant--destroyed,AdI 1839:101; Nicc 2 dg 48; Fior Des 215,NA,NA,"3,4",truncated,NA,50,170,0.29411764705882354,NA,NA,N-S,NA,NA,N,NA,0,NA,NA,NA,NA,?,NA,NA,NA,NA,NA,NA,NA,2,"2 (S, E)",NA,NA,NA,NA,1 (E),0,1,1,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,lararium painting at N,NA,NA,NA,yes (walkway only),NA,NA,NA,NA,NA,NA,"destroyed, now part of Direzione",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N wall of portico???,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,corridor 6 from entrance room 1,NA,S,no,NA,res/com,2,NA,2,no,no,no,"2 (S, E)",1 (E),NA,1,1,NA,NA,NA,1,NA,N,NA,NA,NA,NA,N,NA,painting N (Gb77),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brick and masonry and plaster,brick and masonry and plaster,brick and masonry and plaster,brick and masonry and plaster
VII.04.31_House of Ariadne north,NA,NA,NA,40,tru,NA,335,NA,21,NA,1.6,N-S,aligned,N,N,NA,1 Tuscan,NA,"yes, wide door and step",NA,"south peristyle, room 27/34 (3)",no,NA,NA,NA,NA,NA,NA,Tuscan,4,"N, S, E, W",0.5,3.6,"S, W","N, W",NA,24,NA,24,NA,rubble with plaster; stone with plaster; mixtum with plaster,yes--plaster,fully incised,NA,NA,NA,NA,57,4.12,7.22:1,"3.6 (north, east)",1.8,1.8,0.1,3.15,4th style,4th,cocciopesto?,?,NA,NA,unknown,NA,small square pool in center (1.2 x 1.2); stone channel  on four sides,NA,remains of planting beds delineated with brick--concentric circles within concentric squares,marble puteal E colonnade,?,two true peristyles,yes,yes,aligned,no?,remains of plainting beds (see other features),south,east,rooms added to west resulted in very narrow walkway,small square pool in center (1.2 x 1.2); stone channel  on four sides,1 square 1.2? (now missing),1.5,center?,NA,?,stone,platforms square,0.7,NA,?,NA,"yes, corridor 50",no,NA,no,NA,NA,yes--house,13,13,no,NA,NA,NA,NA,NA,1 square 1.2? (now missing),center?,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VII.04.31_House of Ariadne south,NA,NA,NA,18,tru,NA,300,1600,19,NA,1.33,N-S,aligned,N,N,S,1 Tuscan,NA,"yes, step",NA,tablinum or one of two androns (1),no,NA,NA,NA,NA,NA,NA,Ionic,4,"N, S, E, W",3.8,3.9,"S, E",W,NA,16,NA,16,NA,stone (tufa) with plaster,"yes--Attic, stone",fluted upper,smooth and yellow to 1.52,1.52,0.35,NA,60,4.3600000000000003,7.27:1,3.9 (west),1.7,1.7,0,2.8,"4th style; black dado, red main zone",4th,?,?,NA,NA,unknown,NA,large rectangular pool approx 2 x 6 m.; water channel with raised edge and squared corners,NA,?,"marble puteal S, cistern mouth S",?,two true peristyles,yes,yes,aligned,no?,?,south,south,north walkway could not be measured,large rectangular pool approx 2 x 6 m.; water channel with raised edge and squared corners,1 rectangle 5.9 x 2,12.1,center,0.97,yes,stone,corners squared,0.51,NA,yes,150 (mid-2nd c.),no,no,NA,no,NA,NA,yes,18,18,no,NA,NA,NA,NA,NA,1 rectangle 5.9 x 2,center,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VII.04.48_House of the Old Hunt,NA,NA,NA,13,truncated,NA,140,460,0.30434782608695654,rough trapezoid,NA,N-S,aligned,S,S,NA,1 Tuscan,NA,yes,wide door and step,NA,"yes, 40 cm",40,NA,NA,y-red ground,NA,NA,Doric,2,"2 (N, E)",NA,NA,NA,NA,"2 (N, E)",6,0,6,0,stone and plaster,no,"fluted upper, smooth and red to 1.6",NA,1.6,0.46,NA,59,3.49,5.9,NA,NA,NA,NA,NA,4th style walkway (red and black); garden walls with large-scale animal hunt,4th,cocciopesto,NA,no,NA,NA,NA,"round pool in center, diam 3.31, depth 1.46, rim height .47, rim depth .37, painted blue inside; water channel wider on north and east (1.06) than south and west (.57), rounded corners",NA,?,NA,?,NA,yes,yes,NA,NA,NA,NA,NA,channel drains to street through perforated lead panel; column diam 49 without stucco,NA,1 round,5.19,center,1.46,no,coccio,"square, round",NA,4,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th,yes (S),NA,yes (sacro-idyllic),yes,NA,tablinum 10 or andron 9,N,E,no,NA,NA,"2 rooms, 1 stair",1,3,"2011, 2009",2011,yes,"2 (N, E)","2 (N, E)",1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 round,NA,NA,NA,NA,NA,NA,yes,brick and plaster,brick and plaster,brick and plaster,brick and plaster
VII.04.56_House of the Grand Duke of Tuscany,NA,NA,1833,15,truncated,NA,50,230,0.21739130434782608,rectangle,NA,N-S,aligned,S,S,NA,1 Tuscan,NA,yes,wide door,NA,no? (old watercolor shows balustrade at W),NA,NA,NA,NA,NA,NA,unknown,2,"2 (N, W)",NA,NA,NA,NA,"2 (N, W)",3,0,3,2,brick and plaster,yes,fluted,NA,NA,NA,NA,48,NA,unknown,NA,NA,NA,NA,NA,"walkway unknown, garden paintings",3rd,crushed stone (lavapesta?) with white tesserae and fragments of brick (Avellino),monopodium with lion heads on rectangular top,"table of imitation marble (343), echoed in wall painting",south wall near fountain,yes-marble Silenus with fountain spout (MN 6341),NA,aedicula fountain with tripartite pool,NA,two dolia,NA,2 large dolia,NA,yes,yes,NA,NA,NA,NA,NA,"very large in proportion to house, visible only from entrance, atrium, tablinum",NA,NA,NA,NA,NA,NA,stone,square,NA,"2 (N,W)",NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd,"yes (S,E)",NA,NA,NA,NA,tablinum 11 or corridor 12,N,N,no,NA,NA,2 service,NA,2,2012,2012,yes,"2 (N, W)","2 (N, W)",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,monopodium with lion heads on rectangular top(343),garden-south wall near fountain,NA,aedicula fountain with tripartite pool,"1 rectangle, tripartite",NA,NA,NA,NA,NA,NA,yes,brick and plaster,brick and plaster,brick and plaster,brick and plaster
VII.04.57_House of the Figured Capitals,NA,NA,NA,t,truncated,NA,390,870,0.4482758620689655,rectangle,NA,N-S,aligned,S,S,NA,1 Tuscan,NA,yes,wide door,NA,no,NA,NA,NA,NA,NA,NA,Ionic,3,"3 (N, S, E)",NA,NA,NA,NA,"3 (N, S, E)",14,0,14,6 (W colonnade),combo: stone and plaster; south colonnade and piers of brick and plaster,yes (stone or stucco),fluted,NA,NA,NA,NA,60,4.46,7.4,NA,NA,NA,NA,NA,"3rd (Candelabra style) Mau 1882, 430",3rd; 1st (revivalist),cocciopesto (Nicc),outdoor triclinium,no,NA,NA,NA,"pool in center (Jash), no other evidence",six columns in center supported pergola for dining (Rich 164),cylindrical cipollino sundial; lararium on west wall,NA,six columns in center supported pergola for dining (Rich 164),NA,yes,yes,NA,NA,NA,NA,NA,engaged columns on west wall give the impression of a full peristyle; converted to textile factory (Jash),NA,NA,NA,?,?,?,stone,square,NA,4,NA,80-30 BCE,NA,aedicula with rect niche W (282),NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd; 1st (revivalist),NA,NA,NA,NA,NA,tablinum p or andron q,N,N,1 small courtyard (Jash 2:178-9),yes,NA,3,NA,3,"2011, 2009",2011,yes,"3 (N, S, E)","3 (N, S, E)",1,1,1,NA,1,1,1,NA,W,W (no),NA,NA,NA,NA,NA,"aedicula with rect niche W (282, Gb V68)",NA,NA,NA,1,NA,NA,NA,NA,NA,six columns in center supported pergola for dining (Rich 164),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,brick and plaster,brick and plaster,brick and plaster,brick and plaster
VII.04.59_House of the Black Wall,Avellino Mem della R. Acc. Ercolanese di Archeologica III (1843:157-242),NA,NA,o,truncated,NA,270,675,0.4,rectangle,NA,N-S,aligned,S,S,NA,1 Tuscan,NA,yes,very wide door,NA,no,NA,NA,NA,NA,holes and traces of iron (Avellino 174) c. 66 cm,NA,Doric,3,"3 (N, S, W)",NA,NA,NA,NA,"3 (N, S, W)",10,0,10,1,brick and plaster,no,"fluted above, smooth to 1.16; north fully fluted",NA,1.1599999999999999,0.33,NA,55,3.56,6.5,NA,NA,NA,NA,NA,3rd style walkway in black; garden wall simple yellow/white,"3rd, 1st","lavapesta with rosettes (N), lavapesta with chips (S, W)--PPM VII:121",table near semicircular pool,NA,"S, next to pool","9 oscillae: 2 masks, 5 round, 1 pelta, 1 lamp",9 Dwyer coll V 268-70),two pools,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,"Rhodian peristyle (PPM VII:93); arcuated entablature (Dwyer 1981:268, citing Avellino 157-98)",NA,"2, 1 rectangle, one semicircle; 1.4 (rect), 2.6 (semi)",2,"south, north",.67 (semicircle),yes (square),"stone N, coccio elsewhere",square,NA,4,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3rd, 1st",NA,NA,NA,NA,NA,"tablinum l, rooms m,n",N,S,no,NA,NA,7,NA,7,2012,2012,yes,"3 (N, S, W)","3 (N, S, W)",1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,table near semicircular pool--,"garden-S, next to pool",NA,pool: rectangular,"2, 1 rectangle, one semicircle",NA,NA,NA,NA,NA,NA,yes,brick and plaster,brick and plaster,brick and plaster,brick and plaster
